Date,PM_adj_close,PM_volume,SP500_adj_close,PM_return,SP500_return
2010-02-01,22.961437225341797,167471200,1104.489990234375,0.07624670948085233,0.028513689046546054
2010-03-01,24.45219612121582,165378400,1169.4300537109375,0.06492445926811241,0.058796425545497355
2010-04-01,23.263437271118164,147152700,1186.68994140625,-0.04861562716921919,0.014759230482012997
2010-05-01,20.912437438964844,227720100,1089.4100341796875,-0.10105986509019094,-0.08197584207319053
2010-06-01,21.727706909179688,240063200,1030.7099609375,0.038984908985109534,-0.05388244223983851
2010-07-01,24.499420166015625,156133600,1101.5999755859375,0.12756584339164312,0.06877784957463517
2010-08-01,24.653026580810547,154365400,1049.3299560546875,0.006269797968851298,-0.04744918363260475
2010-09-01,26.88983726501465,151489800,1141.199951171875,0.09073168671083942,0.08755110305113556
2010-10-01,28.409509658813477,146381600,1183.260009765625,0.056514748632414236,0.03685599403554063
2010-11-01,27.6229248046875,151210900,1180.550048828125,-0.02768737875354188,-0.002290249746576656
2010-12-01,28.419219970703125,131809500,1257.6400146484375,0.02882732989522152,0.06530004034715509
2011-01-01,28.09470558166504,142677900,1286.1199951171875,-0.01141883518874276,0.022645574359139164
2011-02-01,30.81385612487793,112672100,1327.219970703125,0.09678515887304551,0.03195656372809341
2011-03-01,32.21269989013672,171779900,1325.8299560546875,0.04539658261496893,-0.0010473129391664893
2011-04-01,34.43281555175781,119448500,1363.6099853515625,0.06892050865630406,0.028495380666536008
2011-05-01,35.57826232910156,132389600,1345.199951171875,0.033266137519947225,-0.01350095289522324
2011-06-01,33.108856201171875,150506200,1320.6400146484375,-0.06940772163315612,-0.018257461652479323
2011-07-01,35.62067413330078,124137100,1292.280029296875,0.07586543965357517,-0.02147442530666621
2011-08-01,34.69473648071289,233093800,1218.8900146484375,-0.02599438879575433,-0.05679110795232889
2011-09-01,31.221261978149414,219327000,1131.4200439453125,-0.10011531589220779,-0.07176198808089651
2011-10-01,35.38950729370117,174761100,1253.300048828125,0.13350662501948052,0.10772303843744147
2011-11-01,38.615943908691406,132014400,1246.9599609375,0.091169300216974,-0.005058715107011391
2011-12-01,39.75052261352539,115149500,1257.5999755859375,0.029381094698001764,0.008532763666636134
2012-01-01,38.257972717285156,124239100,1312.4100341796875,-0.03754793140084112,0.043583062704985354
2012-02-01,42.735130310058594,105317700,1365.6800537109375,0.11702547926044793,0.04058946376811723
2012-03-01,45.33957290649414,118464900,1408.469970703125,0.06094383186711694,0.03133231453144192
2012-04-01,46.20367431640625,113298100,1397.9100341796875,0.01905843735436563,-0.007497452372495994
2012-05-01,43.62275314331055,112116200,1310.3299560546875,-0.05585965210085586,-0.06265072571454366
2012-06-01,45.04225540161133,122184900,1362.1600341796875,0.032540409671929726,0.03955498222833631
2012-07-01,47.62627029418945,99888800,1379.3199462890625,0.05736868346263324,0.012597574204787909
2012-08-01,46.511680603027344,90812000,1406.5799560546875,-0.023402833862010253,0.019763369506085704
2012-09-01,46.84500503540039,134386400,1440.6700439453125,0.00716646717666336,0.024236153617775313
2012-10-01,46.55575180053711,92848000,1412.1600341796875,-0.00617468681334743,-0.01978940971629395
2012-11-01,47.24969482421875,110799000,1416.1800537109375,0.014905634574536863,0.0028467166850427716
2012-12-01,43.96932601928711,106731900,1426.18994140625,-0.06942624321988689,0.007068230956284616
2013-01-01,46.41329574584961,106238400,1498.1099853515625,0.05558351577848741,0.050428096466868855
2013-02-01,48.30329513549805,94565700,1514.6800537109375,0.04072107699478433,0.011060648765041536
2013-03-01,48.808719635009766,108999200,1569.18994140625,0.01046356150432226,0.03598772398287298
2013-04-01,50.79429244995117,99218600,1597.5699462890625,0.04068069864953361,0.018085767779890016
2013-05-01,48.30744171142578,115908400,1630.739990234375,-0.0489592554316165,0.020762811683057825
2013-06-01,46.02782440185547,119759300,1606.280029296875,-0.04718977509072131,-0.014999301595580827
2013-07-01,47.85652160644531,97688900,1685.72998046875,0.03973025508709749,0.04946207991308538
2013-08-01,44.77627944946289,94747300,1632.969970703125,-0.06436410448534513,-0.031298019479343964
2013-09-01,46.46666717529297,113585800,1681.550048828125,0.03775185760438071,0.029749523259195332
2013-10-01,48.33053970336914,110473000,1756.5400390625,0.04011203388107898,0.04459575276194472
2013-11-01,46.38906478881836,102889500,1805.81005859375,-0.0401707683478536,0.028049471367328715
2013-12-01,47.25132369995117,99812100,1848.3599853515625,0.01858754676469898,0.023562791975445974
2014-01-01,42.84694290161133,136015900,1782.5899658203125,-0.09321179711933436,-0.035582905955811595
2014-02-01,44.365821838378906,117411700,1859.449951171875,0.03544894533678522,0.0431170301781616
2014-03-01,44.8922233581543,106948700,1872.3399658203125,0.011865023524032292,0.006932165418227054
2014-04-01,47.39833068847656,104308200,1883.949951171875,0.0558249768635497,0.006200789153414155
2014-05-01,49.123817443847656,80180200,1923.5699462890625,0.03640395622182946,0.02103028007328045
2014-06-01,46.77693176269531,111587100,1960.22998046875,-0.047774904379836,0.019058331749470137
2014-07-01,45.97877502441406,92184600,1930.6700439453125,-0.017063041721727013,-0.015079830845342368
2014-08-01,47.98027420043945,63797800,2003.3699951171875,0.0435309373719206,0.037655295579825276
2014-09-01,46.7580680847168,98199400,1972.2900390625,-0.025473095685465297,-0.015513837249453988
2014-10-01,50.49005889892578,113236000,2018.050048828125,0.07981490611304398,0.023201460667203078
2014-11-01,49.310203552246094,76973700,2067.56005859375,-0.02336807229798632,0.02453358864631494
2014-12-01,46.201725006103516,101359600,2058.89990234375,-0.06303925602028848,-0.004188587515997044
2015-01-01,46.07010269165039,118540900,1994.989990234375,-0.0028488614751015495,-0.031040805838410623
2015-02-01,47.63180160522461,85348500,2104.5,0.033898316312137355,0.0548925108906233
2015-03-01,43.25099182128906,132574200,2067.889892578125,-0.09197237216101917,-0.017396107114219572
2015-04-01,48.53233337402344,128987000,2085.510009765625,0.12210914317425625,0.008520819822535275
2015-05-01,48.299747467041016,70039200,2107.389892578125,-0.004792390779770561,0.010491382304589791
2015-06-01,46.61359405517578,95653400,2063.110107421875,-0.034910191052568984,-0.021011671979729973
2015-07-01,50.33558654785156,80944700,2103.840087890625,0.0798477905022752,0.019742029435184882
2015-08-01,46.96339416503906,84322700,1972.1800537109375,-0.0669942006061005,-0.06258081825586559
2015-09-01,46.68680191040039,91379800,1920.030029296875,-0.0058895286330172825,-0.026442831280001466
2015-10-01,52.69144058227539,91745600,2079.360107421875,0.12861533508760958,0.08298311781266654
2015-11-01,52.089412689208984,71774300,2080.409912109375,-0.011425534895489586,0.0005048691103348713
2015-12-01,52.39936828613281,93028100,2043.93994140625,0.005950452902457881,-0.017530185032692547
2016-01-01,54.28815841674805,104390100,1940.239990234375,0.036046047736707054,-0.0507353220469523
2016-02-01,54.90334701538086,95732900,1932.22998046875,0.011331911351832202,-0.0041283603090035426
2016-03-01,59.17354202270508,107735200,2059.739990234375,0.07777658812181243,0.06599111444005845
2016-04-01,59.79824447631836,93058200,2065.300048828125,0.010557124557011965,0.0026993982833325436
2016-05-01,60.13953399658203,73213400,2096.949951171875,0.0057073501614053335,0.015324602525288444
2016-06-01,61.992218017578125,114661400,2098.860107421875,0.030806424624131523,0.0009109212401243738
2016-07-01,61.72241973876953,96415300,2173.60009765625,-0.004352131403526971,0.035609800753315435
2016-08-01,61.51923751831055,78010900,2170.949951171875,-0.0032918706252755836,-0.0012192428990193127
2016-09-01,59.850914001464844,90976000,2168.27001953125,-0.02711872877730559,-0.0012344511393173052
2016-10-01,59.985164642333984,88215300,2126.14990234375,0.0022430842220029223,-0.01942567890903446
2016-11-01,54.909698486328125,134134400,2198.81005859375,-0.08461202342727081,0.034174521829295035
2016-12-01,56.90628433227539,92019400,2238.830078125,0.03636126041457666,0.01820076244186586
2017-01-01,60.480064392089844,88370600,2278.8701171875,0.06280114932381076,0.01788435819838252
2017-02-01,68.79741668701172,91400800,2363.639892578125,0.13752221295600497,0.03719816006681631
2017-03-01,71.03089904785156,107867000,2362.719970703125,0.03246462539430639,-0.0003891971352694146
2017-04-01,70.37683868408203,89203100,2384.199951171875,-0.009208110449635543,0.009091208748854607
2017-05-01,76.06588745117188,73694100,2411.800048828125,0.08083694683456422,0.011576251246328662
2017-06-01,74.57378387451172,78309300,2423.409912109375,-0.019615935955758945,0.004813775207812565
2017-07-01,74.74049377441406,89413200,2470.300048828125,0.0022355027630469593,0.019348826001101882
2017-08-01,74.88136291503906,78485900,2471.64990234375,0.0018847766921392672,0.000546433019853243
2017-09-01,71.09022521972656,69824700,2519.360107421875,-0.05062858831260797,0.019302978562167672
2017-10-01,67.65007781982422,94069600,2575.260009765625,-0.048391285711495424,0.02218813506615125
2017-11-01,66.42820739746094,88067200,2647.580078125,-0.01806162626475538,0.028082627806563343
2017-12-01,68.30305480957031,92831700,2673.610107421875,0.028223664096361567,0.009831630594270502
2018-01-01,70.01746368408203,103349400,2823.81005859375,0.02510003219170076,0.05617870412552817
2018-02-01,67.61451721191406,117982800,2713.830078125,-0.03431924473885595,-0.0389473718793677
2018-03-01,64.90473175048828,115299300,2640.8701171875,-0.04007697715170999,-0.02688449860055664
2018-04-01,54.12065505981445,178649700,2648.050048828125,-0.166152395978321,0.0027187749953683227
2018-05-01,52.49706268310547,135047300,2705.27001953125,-0.02999949603186769,0.0216083418545836
2018-06-01,53.28905487060547,144284100,2718.3701171875,0.015086409544107227,0.00484243626760783
2018-07-01,57.76424026489258,131104500,2816.2900390625,0.08397944765869081,0.03602155617289915
2018-08-01,52.13505935668945,107633800,2901.52001953125,-0.0974509641672614,0.030263211276748248
2018-09-01,54.57817077636719,106004500,2913.97998046875,0.046861199542573395,0.0042942874264617625
2018-10-01,59.784088134765625,151642000,2711.739990234375,0.09538460678225302,-0.0694033560936963
2018-11-01,58.73867416381836,110103300,2760.169921875,-0.017486491867044762,0.01785935665477978
2018-12-01,45.31833267211914,168983500,2506.85009765625,-0.2284753900687434,-0.09177689467997252
2019-01-01,52.88139724731445,157116000,2704.10009765625,0.16688752937833207,0.07868440166582613
2019-02-01,59.925838470458984,112311600,2784.489990234375,0.13321208572079235,0.029728889343927145
2019-03-01,60.925289154052734,120310500,2834.39990234375,0.016678125982107606,0.01792425624958849
2019-04-01,60.41939163208008,99826100,2945.830078125,-0.008303571948480526,0.03931349831373798
2019-05-01,53.83719253540039,81403100,2752.06005859375,-0.10894183007934866,-0.0657777313668354
2019-06-01,54.81439208984375,116326300,2941.760009765625,0.01815101249569806,0.0689301639982407
2019-07-01,59.24135208129883,104243900,2980.3798828125,0.08076273078426288,0.013128152166957952
2019-08-01,51.078922271728516,171358800,2926.4599609375,-0.13778263869414642,-0.018091627240523933
2019-09-01,53.79973220825195,162063000,2976.739990234375,0.05326678433130083,0.017181177931020697
2019-10-01,58.6569938659668,114545100,3037.56005859375,0.09028412332821656,0.020431770513684056
2019-11-01,59.730159759521484,89239100,3140.97998046875,0.018295616989969066,0.034047037714499906
2019-12-01,61.285892486572266,93518400,3230.780029296875,0.026046016506808156,0.02858981890573009
2020-01-01,60.38652801513672,102807900,3225.52001953125,-0.014674902085053176,-0.0016280928190489652
2020-02-01,59.78046798706055,108421400,2954.219970703125,-0.010036344992781387,-0.08411048363840312
2020-03-01,53.27449417114258,203373000,2584.590087890625,-0.10883109542277558,-0.12511928240892822
2020-04-01,55.448577880859375,126509400,2912.429931640625,0.04080909154637169,0.1268440381652789
2020-05-01,54.52692413330078,106183700,3044.31005859375,-0.01662177431383227,0.04528181966555822
2020-06-01,52.0740852355957,114252400,3100.2900390625,-0.044983995277428024,0.01838839651392421
2020-07-01,58.00090408325195,109997400,3271.1201171875,0.11381513128539655,0.055101321480443666
2020-08-01,60.25115966796875,71471300,3500.31005859375,0.03879690532904245,0.07006466690171775
2020-09-01,56.62657165527344,91456600,3363.0,-0.06015797924338118,-0.039227970178423055
2020-10-01,54.47762680053711,105030100,3269.9599609375,-0.0379494077059529,-0.027665786221379718
2020-11-01,58.10589599609375,96840500,3621.6298828125,0.06660108761420691,0.10754563544385909
2020-12-01,63.5060920715332,132299600,3756.070068359375,0.09293714489494298,0.03712145909357001
2021-01-01,61.98112869262695,92502100,3714.239990234375,-0.024012867571642338,-0.011136660755445171
2021-02-01,65.3817367553711,89082000,3811.14990234375,0.05486521679216638,0.026091451377448394
2021-03-01,69.0546875,114637600,3972.889892578125,0.056177014054726415,0.042438632533165155
2021-04-01,74.91877746582031,98505100,4181.169921875,0.0849195062365653,0.05242532134755851
2021-05-01,76.0465087890625,73544100,4204.10986328125,0.015052719243272339,0.00548648867060697
2021-06-01,78.15999603271484,126994000,4297.5,0.027792035128328285,0.022214009565834747
2021-07-01,79.89105224609375,79065300,4395.259765625,0.02214759853179049,0.02274805482838871
2021-08-01,82.21379089355469,58859900,4522.68017578125,0.029073827195391644,0.028990416255438634
2021-09-01,75.66063690185547,99487600,4307.5400390625,-0.07970869510425371,-0.047569168801901096
2021-10-01,76.39262390136719,83388600,4605.3798828125,0.009674607953158443,0.0691438364006065
2021-11-01,69.44343566894531,93041900,4567.0,-0.09096674361380985,-0.008333706184746159
2021-12-01,76.76432037353516,119504000,4766.18017578125,0.10542227114871427,0.04361291346206486
2022-01-01,84.2392349243164,125873900,4515.5498046875,0.09737485480765429,-0.052585165027393854
2022-02-01,82.78131866455078,136148700,4373.93994140625,-0.01730685542283794,-0.031360491945908286
2022-03-01,76.94149780273438,162874600,4530.41015625,-0.07054515385869509,0.03577328837154625
2022-04-01,83.0129623413086,111504700,4131.93017578125,0.07891014227641469,-0.08795671180434306
2022-05-01,88.2012710571289,123765000,4132.14990234375,0.06249998276761315,5.317770464463578e-05
2022-06-01,81.96700286865234,117798200,3785.3798828125,-0.07068229418642458,-0.08391999993382682
2022-07-01,81.65902709960938,100536300,4130.2900390625,-0.003757314019843805,0.09111639173021002
2022-08-01,80.26372528076172,75677300,3955.0,-0.017086926802907354,-0.04244012827299837
2022-09-01,69.77371215820312,100500800,3585.6201171875,-0.13069432157384464,-0.09339567201327437
2022-10-01,78.30704498291016,99196300,3871.97998046875,0.12230011218779313,0.0798634138370089
2022-11-01,84.97401428222656,78522100,4080.110107421875,0.08513881861806194,0.053752893352493114
2022-12-01,86.28694915771484,130404600,3839.5,0.015451016249833582,-0.05897147407473047
2023-01-01,90.00281524658203,94519600,4076.60009765625,0.04306405690709192,0.0617528578346791
2023-02-01,84.01068878173828,71764000,3970.14990234375,-0.06657710037654974,-0.02611249393181858
2023-03-01,83.96751403808594,125615800,4109.31005859375,-0.0005139196485403064,0.03505161257710898
2023-04-01,87.47686767578125,71792800,4169.47998046875,0.04179418288010228,0.014642341662481018
2023-05-01,78.7615737915039,96442700,4179.830078125,-0.09962969772282149,0.002482347368192972
2023-06-01,85.42056274414062,94351200,4450.3798828125,0.08454616422805694,0.06472746490423464
2023-07-01,88.42363739013672,89836400,4588.9599609375,0.03515634350233876,0.031138932355010862
2023-08-01,85.17825317382812,61670900,4507.66015625,-0.03670267715847897,-0.017716390070854016
2023-09-01,82.09246826171875,86483300,4288.0498046875,-0.03622737960840827,-0.048719367465624885
2023-10-01,80.17196655273438,93297400,4193.7998046875,-0.023394371611067055,-0.02197968873798295
2023-11-01,83.94857025146484,89388300,4567.7998046875,0.047106287410903835,0.08917926878197013
2023-12-01,84.59599304199219,106370700,4769.830078125,0.007712135996932545,0.04422923115636013
2024-01-01,82.82173919677734,102751300,4845.64990234375,-0.020973261042448343,0.015895707598991615
2024-02-01,82.0103759765625,101974500,5096.27001953125,-0.009796500629950744,0.05172064062372317
2024-03-01,83.52369689941406,126557500,5254.35009765625,0.01845279825669932,0.031018779915342964
2024-04-01,87.7513656616211,146325100,5035.68994140625,0.050616398928059025,-0.04161507173789869
2024-05-01,93.70374298095703,104039900,5277.509765625,0.06783230408389263,0.0480211901511991
2024-06-01,93.65753173828125,99672900,5460.47998046875,-0.0004931632526693486,0.03466980128308328
2024-07-01,107.82546997070312,102580500,5522.2998046875,0.15127388016174814,0.011321316887868749
2024-08-01,115.43766784667969,104031900,5648.39990234375,0.07059740039199314,0.022834706936630367
2024-09-01,113.66804504394531,131375700,5762.47998046875,-0.015329682552879809,0.020196884090601275
2024-10-01,125.6421890258789,111952500,5705.4501953125,0.1053430977659926,-0.009896743303151712
2024-11-01,125.98303985595703,107420100,6032.3798828125,0.00271286924177927,0.057301295482098835
2024-12-01,113.94903564453125,102280200,5881.6298828125,-0.09552082744776502,-0.02499013704848363
2025-01-01,124.64419555664062,98265100,6040.52978515625,0.09385915248526877,0.0270163042404441
2025-02-01,148.6540069580078,137146700,5954.5,0.1926267909559951,-0.014242092699825126
2025-03-01,151.956787109375,130276400,5611.85009765625,0.022217901952015007,-0.05754469768137538
2025-04-01,165.49591064453125,162299700,5569.06005859375,0.08909851144332959,-0.007624943346289825
2025-05-01,174.4100341796875,112895500,5911.68994140625,0.0538631045349689,0.06152382614078289
2025-06-01,175.89735412597656,103090300,6204.9501953125,0.008527720055124366,0.049606839467715824
2025-07-01,159.62890625,144804300,6339.39013671875,-0.09248830351549919,0.0216665625306407
2025-08-01,162.6259002685547,104366600,6460.259765625,0.018774757585953816,0.019066444295036122
2025-09-01,157.82875061035156,120221600,6688.4599609375,-0.029498066730338057,0.035323687218701494
2025-10-01,140.4403533935547,185924600,6840.2001953125,-0.11017255822879468,0.0226868719049238
2025-11-01,154.67584228515625,105593400,6849.08984375,0.10136323747142373,0.0012996181666717899
2025-12-01,157.54385375976562,128421600,6845.5,0.01854207762658877,-0.0005241344225139777
2026-01-01,177.85232543945312,108366800,6939.02978515625,0.12890678496830055,0.013662958900920286
2026-02-01,185.17694091796875,105567900,6878.8798828125,0.04118369248429743,-0.008668344740704326
2026-03-01,163.8770751953125,111630200,6528.52001953125,-0.11502439567835743,-0.050932690968577
